conversation_id,turn_index,speaker_role,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,INCOHERENT,UNSUBSTANTIAL,SPAM,INFLAMMATORY,LIKELY_TO_REJECT,ATTACK_ON_AUTHOR,ATTACK_ON_COMMENTER,OBSCENE,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL,SEXUALLY_EXPLICIT,FLIRTATION
1540,1,assigned_mentor,0.030388435,0.0012302399,0.0068076057,0.014276917,0.022286616,0.007948523,0.78939176,0.55891633,0.93607247,0.072855175,0.7685686,0.2672463,0.28974748,0.10009105,0.21934204,0.09780321,0.7175017,0.24080224,0.20058139,0.28494707,0.6066045,0.008787598,0.19037105
1541,1,assigned_mentor,0.014953613,0.001077652,0.0052906936,0.00979289,0.016547862,0.008919456,0.53820443,0.2878011,0.93607247,0.031813905,0.5854045,0.22847435,0.11697786,0.023315407,0.32539508,0.15040241,0.83306485,0.6356146,0.5460728,0.7017237,0.65800804,0.010497936,0.23021242
1542,1,assigned_mentor,0.011372286,0.0010061264,0.0046987277,0.008424882,0.015044857,0.008945347,0.72703445,0.54774916,0.9590444,0.02241453,0.50198436,0.51311755,0.050475527,0.031447176,0.32539508,0.27563298,0.31740654,0.43693268,0.2897769,0.68231726,0.85166043,0.012208274,0.22359
1543,1,assigned_mentor,0.011686437,0.0009870529,0.004680229,0.008709883,0.015249812,0.0086087575,0.52524656,0.57918525,0.93607247,0.023496758,0.78887165,0.63513243,0.016177658,0.017629234,0.73163736,0.3957104,0.3736028,0.5745958,0.45798773,0.8075404,0.8717503,0.011087708,0.23539141
1544,1,assigned_mentor,0.014136819,0.00091552734,0.0042917514,0.0094128875,0.016069634,0.0084793,0.5302978,0.46948442,0.9590444,0.031721752,0.7206309,0.62959826,0.02191571,0.038470965,0.56734514,0.3249133,0.44215438,0.57147163,0.3882483,0.79309547,0.853595,0.010733845,0.2719816
1545,1,assigned_mentor,0.013320025,0.0009775162,0.00569767,0.009089886,0.014942379,0.0083886795,0.72875184,0.65175706,0.93607247,0.062618576,0.642571,0.77711,0.006099054,0.044365317,0.4063117,0.1665997,0.6788904,0.32950363,0.5223872,0.6427722,0.8880764,0.010792822,0.31443182
1546,1,assigned_mentor,0.091913216,0.0021743774,0.023193322,0.030265106,0.027273865,0.0097738765,0.7462779,0.43938515,0.9488637,0.06113319,0.59651405,0.6199762,0.37675604,0.051785722,0.701217,0.55925435,0.46056077,0.67818904,0.33568537,0.7672726,0.7613913,0.013859635,0.3557943
1547,1,assigned_mentor,0.014827953,0.0009918213,0.005438685,0.009450888,0.015830519,0.008311004,0.64173126,0.50768375,0.9598633,0.026736379,0.64603657,0.20074138,0.29921117,0.08140407,0.45789322,0.23238951,0.792605,0.42544848,0.48033276,0.5017626,0.8027992,0.010379982,0.22754979
1548,1,assigned_mentor,0.014576632,0.0010156631,0.0050317086,0.008557882,0.015010698,0.00899713,0.56896025,0.53138834,0.93607247,0.11140552,0.8465957,0.10832264,0.15115967,0.22500306,0.31599724,0.2514011,0.6338107,0.32950363,0.5442331,0.40908208,0.7261681,0.011795434,0.218347
1549,1,assigned_mentor,0.013948329,0.0011539459,0.0053276913,0.009089886,0.016889455,0.009204263,0.57915854,0.47798932,0.93607247,0.04495201,0.5697524,0.2120336,0.24432793,0.04619885,0.6520947,0.27563298,0.44521222,0.17851007,0.41881037,0.43463486,0.83142865,0.0115595255,0.5387674
1550,1,assigned_mentor,0.016838523,0.0009775162,0.004606233,0.010476895,0.015147334,0.008298059,0.83466136,0.6892563,0.93265295,0.04329808,0.7206309,0.021868363,0.09861119,0.06596913,0.391925,0.08951421,0.6525092,0.1509712,0.5534614,0.18753955,0.7846285,0.010615891,0.2904531
1551,1,assigned_mentor,0.011246625,0.0009584427,0.004421244,0.008405882,0.014669105,0.008634649,0.7354165,0.5343978,0.9761621,0.02123458,0.7663917,0.47576043,0.050957948,0.030967757,0.3919266,0.28050852,0.37695223,0.43309516,0.3689461,0.68303955,0.8558355,0.011736456,0.20152915
1552,1,assigned_mentor,0.012691722,0.0009584427,0.0048837173,0.008842885,0.015010698,0.008362788,0.77061445,0.38394088,0.93607247,0.011716748,0.30298132,0.01654497,0.046015725,0.04127553,0.5451766,0.2853879,0.64594984,0.5693909,0.5116262,0.75089234,0.8479866,0.01102873,0.30378172
1553,1,assigned_mentor,0.026735162,0.0015354156,0.008065533,0.012452906,0.020442016,0.009644418,0.48534104,0.5729171,0.76378804,0.02903369,0.6853843,0.036114845,0.009232541,0.09840794,0.5628993,0.09472134,0.60878664,0.16807328,0.7564277,0.2428456,0.7350388,0.0136827035,0.36829165
1554,1,assigned_mentor,0.019351736,0.0011920929,0.006363631,0.010894896,0.019075647,0.00967031,0.38055766,0.23081286,0.9354025,0.008490425,0.5854045,0.04263123,0.023970626,0.0065469597,0.17470787,0.2707451,0.5296796,0.763963,0.49238035,0.89009213,0.7390198,0.012326228,0.27158937
1555,1,assigned_mentor,0.031684756,0.001335144,0.013445892,0.015188923,0.018597418,0.009307829,0.8388373,0.58293563,0.93607247,0.04600366,0.66023237,0.2853935,0.23898475,0.058810517,0.46709174,0.3957104,0.69121104,0.4008071,0.37374175,0.43339506,0.7178743,0.0108517995,0.21723732
1556,1,assigned_mentor,0.011812098,0.0010299683,0.0046987277,0.008386881,0.015044857,0.008634649,0.62958235,0.58012545,0.93607247,0.029707529,0.8195116,0.61770666,0.0153004,0.034074605,0.8001423,0.32987934,0.6282272,0.52505606,0.664421,0.6959949,0.8775949,0.010792822,0.16618353
1557,1,assigned_mentor,0.011372286,0.0010061264,0.0046987277,0.008424882,0.015044857,0.008945347,0.72703445,0.54774916,0.9590444,0.02241453,0.50198436,0.51311755,0.050475527,0.031447176,0.32539508,0.27563298,0.31740654,0.43693268,0.2897769,0.68231726,0.85166043,0.012208274,0.22359
1558,1,assigned_mentor,0.013068704,0.00094890594,0.00449524,0.008994885,0.015215653,0.008686432,0.6393925,0.41815627,0.93607247,0.0772298,0.84657997,0.77928793,0.05261701,0.056203883,0.662552,0.47558787,0.45133978,0.59794086,0.33100307,0.83685404,0.89387196,0.01102873,0.2845952
1559,1,assigned_mentor,0.018974753,0.0010824203,0.0051797,0.011122898,0.017504321,0.008298059,0.5092816,0.5722997,0.8905628,0.056894075,0.7512867,0.3683187,0.31683263,0.105349064,0.42559898,0.34994078,0.87451947,0.38950905,0.43171903,0.4178543,0.7660169,0.01020305,0.25258422
1560,1,assigned_mentor,0.02249265,0.0010633469,0.0071405866,0.011882903,0.0166845,0.009100696,0.5227086,0.5141574,0.9342592,0.0452211,0.78887165,0.48767304,0.011354841,0.01597373,0.5584592,0.44299427,0.4544092,0.5271,0.52419126,0.7307753,0.8060351,0.009613278,0.37707895
1561,1,assigned_mentor,0.029799197,0.0014591217,0.01756594,0.013934915,0.019348921,0.008945347,0.58346903,0.26615578,0.42007208,0.012535784,0.3968505,0.024313783,0.079713695,0.009325831,0.4717014,0.11125275,0.522129,0.25613344,0.6535424,0.36475366,0.6847148,0.01102873,0.34923607
1562,1,assigned_mentor,0.009801528,0.0007534027,0.003921773,0.007968879,0.014361672,0.008065036,0.5121794,0.44700098,0.9590444,0.01977611,0.8219595,0.12705672,0.04727229,0.052386682,0.61986756,0.36008972,0.61247694,0.17501652,0.47583103,0.29923144,0.8054465,0.0094363475,0.27571276
1563,1,assigned_mentor,0.014639461,0.0011491776,0.0040142676,0.008310881,0.016001316,0.008945347,0.66873294,0.43096492,0.9761621,0.013577445,0.87923026,0.001534924,0.01632849,0.017403653,0.3823752,0.20909315,0.48531294,0.15436211,0.5888011,0.18916902,0.7006536,0.011500548,0.24805583
1564,1,assigned_mentor,0.013445686,0.001115799,0.0058086636,0.008804884,0.016001316,0.008556974,0.7474996,0.5598895,0.9761621,0.026164519,0.653939,0.4130279,0.028537266,0.072670355,0.3028185,0.081463896,0.66190493,0.17501652,0.44916502,0.2974394,0.71411794,0.013092931,0.2801316
1565,1,assigned_mentor,0.01633588,0.001206398,0.005512681,0.009431887,0.017231047,0.009463178,0.6769167,0.5935711,0.93607247,0.022478847,0.65358806,0.14311549,0.05201062,0.062043045,0.5407564,0.17069851,0.51704997,0.18201867,0.3833935,0.4288524,0.85684514,0.012149297,0.3327368
1566,1,assigned_mentor,0.022610499,0.0012588501,0.0058456613,0.012452906,0.019143965,0.009618527,0.47597253,0.41185924,0.811963,0.0812449,0.56407624,0.3228114,0.5333531,0.05761911,0.5896652,0.26103324,0.5939831,0.55073655,0.20850179,0.67797804,0.81546646,0.012739069,0.26599762
1567,1,assigned_mentor,0.016712861,0.0010251999,0.0048837173,0.010628895,0.016752819,0.008582866,0.788101,0.37826228,0.9761621,0.029913295,0.8111458,0.017816903,0.057331122,0.039776843,0.5176529,0.36009043,0.40530902,0.22570133,0.26756167,0.46031997,0.8299484,0.010026119,0.3061294
1568,1,assigned_mentor,0.02107848,0.0011825562,0.005401687,0.012338906,0.016957775,0.0086087575,0.4796713,0.39162534,0.93607247,0.032006767,0.4687369,0.4367893,0.3214034,0.025653634,0.8077267,0.34489664,0.6874167,0.34983587,0.56650126,0.52693856,0.88252896,0.011441571,0.38718033
1569,1,assigned_mentor,0.01017851,0.00094890594,0.004402745,0.0081208795,0.014669105,0.0086087575,0.5973833,0.42291072,0.9761621,0.016715577,0.7950607,0.35677505,0.06048757,0.027701925,0.2645936,0.2514011,0.27203166,0.32767263,0.25881705,0.605929,0.8478875,0.011441571,0.2464751
1570,1,assigned_mentor,0.022964042,0.0011825562,0.0071775843,0.012262905,0.018665737,0.008194493,0.32147694,0.07616318,0.8253275,0.0042273374,0.16872121,0.015134166,0.016150896,0.033213854,0.73783016,0.20909315,0.68078315,0.6943701,0.44916502,0.85942703,0.85693276,0.010615891,0.42137095
1570,4,assigned_mentor,0.017089844,0.00093460083,0.004846719,0.009640889,0.014669105,0.008375733,0.5361181,0.23127794,0.93516153,0.02980648,0.29327518,0.04436947,0.10909731,0.03640085,0.5268742,0.29520884,0.6973874,0.62600034,0.41028914,0.76227844,0.796044,0.00979021,0.19582058
1572,1,assigned_mentor,0.014639461,0.0009393692,0.0068446035,0.009431887,0.015318131,0.008492245,0.6969369,0.47807276,0.93607247,0.05939625,0.5947231,0.7928289,0.10045735,0.02781301,0.23565333,0.38062236,0.42085955,0.57563734,0.2808293,0.73777723,0.87295854,0.009672256,0.24595453
1573,1,assigned_mentor,0.014513801,0.0011253357,0.005512681,0.0096028885,0.017504321,0.009359611,0.6772805,0.56907964,0.93607247,0.090800636,0.6133371,0.07765842,0.48188755,0.08602195,0.64150393,0.2707451,0.5499311,0.15436211,0.48033276,0.18591215,0.8210764,0.013623727,0.2893299
1574,1,assigned_mentor,0.041172907,0.0013446808,0.005364689,0.017743196,0.020920247,0.0078449575,0.40877336,0.32363343,0.69999105,0.009771789,0.7206309,0.010400866,0.025382902,0.029591486,0.63716775,0.10564658,0.85064083,0.33501413,0.66033053,0.3820496,0.76485974,0.010969753,0.16924238
1576,1,assigned_mentor,0.015204934,0.001168251,0.005105704,0.009165886,0.016069634,0.008893564,0.46215045,0.39799199,0.9590444,0.023553899,0.91468453,0.042803552,0.28488377,0.039813466,0.07731628,0.06969376,0.910306,0.17501652,0.15477279,0.108911365,0.5781681,0.012798046,0.35500452
1577,1,assigned_mentor,0.027560094,0.0012588501,0.00621564,0.0151129225,0.022218296,0.00866054,0.6028777,0.40527144,0.8159116,0.07187465,0.43140185,0.3638941,0.31120577,0.043522857,0.55402756,0.21835022,0.781571,0.39326516,0.35461566,0.42224914,0.78171,0.013505772,0.22864099
1578,1,assigned_mentor,0.0137598375,0.0011587143,0.005660672,0.008823884,0.017572641,0.009411395,0.5260733,0.53725886,0.93607247,0.01425411,0.71719545,0.21174414,0.025627727,0.053008452,0.5940874,0.33987063,0.557568,0.19622383,0.21249112,0.4466392,0.845016,0.012621114,0.34319916
1579,1,assigned_mentor,0.011686437,0.0007390976,0.004162259,0.009032886,0.013951761,0.007598988,0.60313255,0.4032403,0.95182097,0.02922077,0.88003814,0.1255827,0.023397807,0.010743628,0.70475626,0.4904409,0.4822058,0.39326465,0.6548971,0.66199106,0.8649813,0.008787598,0.2207116
1580,1,assigned_mentor,0.037577134,0.0013160706,0.012441003,0.018323302,0.019690514,0.008634649,0.69250745,0.29202795,0.8962874,0.04788926,0.5854045,0.10929201,0.09167413,0.007965355,0.5584605,0.3703159,0.6609646,0.7632333,0.22465663,0.8368549,0.85645014,0.010910776,0.2566585
1582,1,assigned_mentor,0.015267765,0.0013446808,0.006363631,0.009393888,0.018665737,0.00933372,0.6358602,0.5447749,0.743926,0.032423295,0.40807074,0.059866585,0.1726311,0.04276193,0.401509,0.08678788,0.5779061,0.08243014,0.5060548,0.10951134,0.72465706,0.013800657,0.35655358
1583,1,assigned_mentor,0.011686437,0.0008916855,0.00449524,0.008006879,0.014190876,0.008453408,0.8521634,0.5976568,0.93607247,0.098502606,0.7860682,0.19474728,0.06565827,0.08434841,0.2112324,0.14640121,0.6198757,0.24461357,0.35939887,0.437943,0.84124416,0.010792822,0.19936715
1584,1,assigned_mentor,0.022256956,0.0011301041,0.0073255757,0.011730902,0.016547862,0.008582866,0.4938893,0.27631637,0.9351444,0.01007658,0.5854045,0.022104774,0.0020443264,0.017531415,0.56734514,0.15040241,0.65720314,0.7084122,0.57957983,0.7784214,0.77588385,0.01102873,0.18986516
1585,1,assigned_mentor,0.013948329,0.0009441376,0.004846719,0.009374888,0.015044857,0.008246276,0.5809182,0.24680008,0.93607247,0.0147500085,0.52941513,0.047475576,0.08591197,0.009939612,0.3919266,0.1917308,0.70642495,0.7084122,0.30789733,0.7870086,0.7625465,0.01020305,0.38285962
1586,1,assigned_mentor,0.012314741,0.0010156631,0.0052906936,0.008766884,0.0166845,0.008893564,0.6488197,0.531089,0.85261077,0.042861637,0.486781,0.41467068,0.27609417,0.09407963,0.6069521,0.11125275,0.64501405,0.18907784,0.36417052,0.28139475,0.78842795,0.012385205,0.37809557
1587,1,assigned_mentor,0.019603057,0.0011777878,0.0059936526,0.010552894,0.018324144,0.008427517,0.89032257,0.68620336,0.7372207,0.055495784,0.7655314,0.1366452,0.24542814,0.14228657,0.29000965,0.09228302,0.34367543,0.10646543,0.40605304,0.1570362,0.7201323,0.012385205,0.20899405
1589,1,assigned_mentor,0.014953613,0.0010824203,0.005253696,0.009260887,0.016752819,0.009204263,0.47476503,0.5677899,0.58112824,0.087880805,0.73223174,0.6397083,0.27236998,0.05750224,0.118925996,0.08059307,0.31414536,0.21823883,0.09786457,0.39858758,0.6736567,0.010674868,0.32885274
1590,1,assigned_mentor,0.01859777,0.0013637543,0.0069185994,0.012300906,0.02249157,0.008815889,0.17630213,0.23148176,0.8567488,0.029989854,0.6905546,0.5418417,0.1210863,0.003970469,0.85112166,0.5100152,0.5915021,0.90983784,0.65625316,0.9597228,0.86052644,0.017811105,0.382804
1591,1,assigned_mentor,0.009613037,0.00076293945,0.0018591423,0.006952373,0.0113727385,0.0066215824,0.18633945,0.9592708,0.011300457,0.0441824,0.80974805,0.027414216,0.17086314,0.011140532,0.61555785,0.42085356,0.6969121,0.21453366,0.46242416,0.07387768,0.7078785,0.0069298176,0.17979985
1592,1,assigned_mentor,0.017969469,0.0015544891,0.003921773,0.008690883,0.017026093,0.008815889,0.4584221,0.9210049,0.07493496,0.054583218,0.948278,0.05840459,0.46965685,0.025206828,0.64861757,0.40077007,0.757144,0.07721052,0.48033276,0.033381723,0.75850594,0.013446795,0.38144448
1593,1,assigned_mentor,0.014073989,0.0011301041,0.0029413297,0.007873878,0.013610168,0.00823333,0.4760783,0.56916463,0.34788355,0.15199825,0.42507708,0.11820362,0.16434187,0.068934605,0.28575867,0.34489664,0.73072475,0.10932987,0.25015506,0.16657384,0.7811269,0.011323617,0.44274127
1599,1,assigned_mentor,0.027206551,0.0011014938,0.009064475,0.011844902,0.017504321,0.007793174,0.21538842,0.6537569,0.04861874,0.05131935,0.48420054,0.26397505,0.17662881,0.026308797,0.29000965,0.058809232,0.0784093,0.06707845,0.53690356,0.06863398,0.53526694,0.012031343,0.2096339
1600,1,assigned_mentor,0.025910228,0.001206398,0.004994711,0.0114269,0.016821137,0.008259222,0.55098426,0.71744305,0.834903,0.099740766,0.3699498,0.10096043,0.011462518,0.0695646,0.105915576,0.17903294,0.84807694,0.22196172,0.03249958,0.22568391,0.68154687,0.01102873,0.19268371
1605,1,assigned_mentor,0.021903414,0.0016975403,0.0057346676,0.010476895,0.019758832,0.009877442,0.8199728,0.7794697,0.43709785,0.18430321,0.87923026,0.35000262,0.57761496,0.3440313,0.57179725,0.35500538,0.44827402,0.040185217,0.41028866,0.04229654,0.79809844,0.017811105,0.3270603
1608,1,assigned_mentor,0.019100413,0.0012588501,0.007029593,0.010476895,0.017367685,0.008362788,0.48850882,0.8579436,0.095851004,0.11190662,0.71620655,0.13527586,0.72761667,0.042868365,0.32539508,0.11892974,0.8575203,0.07980747,0.2373138,0.016878579,0.63793945,0.010674868,0.23233661
1609,1,assigned_mentor,0.19504376,0.0040626526,0.015154205,0.07270074,0.04867618,0.01119791,0.38258994,0.7593236,0.13074683,0.28618547,0.76052725,0.4269463,0.9307536,0.042393632,0.30710298,0.12668301,0.66472954,0.08909962,0.13196908,0.08360316,0.63793945,0.018282922,0.40437815
1610,1,assigned_mentor,0.03192045,0.0009870529,0.003089321,0.015416925,0.0137468055,0.006815769,0.61742026,0.75938696,0.039431587,0.16976896,0.7697158,0.16320771,0.8391753,0.15393612,0.18892685,0.08588869,0.17824972,0.045754243,0.106963955,0.06554289,0.46316665,0.004806639,0.19948211
1611,1,assigned_mentor,0.031331215,0.0010633469,0.007029593,0.01625293,0.01846078,0.008440462,0.4006834,0.45659462,0.67530346,0.15945755,0.4312282,0.8371576,0.8012807,0.06578924,0.701217,0.53335375,0.30439144,0.63176626,0.17157565,0.85804266,0.84707177,0.00937737,0.27906904
1611,3,assigned_mentor,0.013382856,0.0009250641,0.00362579,0.009051885,0.013507691,0.007624879,0.53789556,0.4005101,0.7601622,0.10579772,0.50924057,0.17770302,0.1055011,0.8292439,0.7925804,0.44547597,0.41776416,0.4121602,0.53690356,0.6035073,0.8867386,0.008492713,0.16188768
1612,1,assigned_mentor,0.018974753,0.001335144,0.0039402717,0.009431887,0.015010698,0.008919456,0.34170356,0.72937065,0.09355468,0.1113853,0.5463135,0.32937017,0.7572944,0.019184921,0.76129895,0.6902673,0.7444243,0.07850579,0.39763287,0.08916523,0.836908,0.010910776,0.3466404
1613,1,assigned_mentor,0.021549871,0.0012159348,0.004920715,0.011920903,0.016957775,0.0101363575,0.3247194,0.40836862,0.82910645,0.19262512,0.53903604,0.37173945,0.6303582,0.111274004,0.69415,0.7079789,0.5779061,0.5590108,0.32169995,0.7870086,0.85045075,0.010497936,0.32823852
1614,1,assigned_mentor,0.016587202,0.0016021729,0.00362579,0.008823884,0.017367685,0.008116818,0.43027547,0.92071563,0.062356424,0.033678923,0.9621437,0.021395952,0.1327379,0.037053883,0.63716584,0.5184568,0.6023432,0.1715376,0.51878804,0.07071761,0.74072933,0.01332884,0.33556628
1615,1,assigned_mentor,0.012000589,0.00093460083,0.0052906936,0.00821588,0.01490822,0.008349842,0.23299266,0.63792366,0.74150306,0.06535238,0.5748027,0.2209418,0.012091184,0.0077024596,0.18892528,0.094721004,0.39292225,0.51995474,0.14489856,0.6006809,0.7980979,0.011795434,0.30304953
1618,1,assigned_mentor,0.014953613,0.0010347366,0.0050317086,0.008557882,0.016547862,0.009178371,0.5098524,0.3872628,0.7445599,0.05257619,0.68506354,0.1757733,0.04287034,0.056443963,0.55402756,0.3150431,0.42996442,0.54454803,0.3641711,0.6974301,0.843435,0.012149297,0.3493859
1619,1,assigned_mentor,0.01859777,0.0011825562,0.0030338243,0.008804884,0.013780965,0.008634649,0.67815447,0.3350543,0.5738569,0.1283793,0.44333485,0.031038487,0.33611354,0.2557532,0.4624895,0.2230082,0.15272859,0.23700446,0.21650116,0.5397507,0.74015975,0.0094363475,0.26153845
1620,1,assigned_mentor,0.026028076,0.0014209747,0.005771666,0.012718908,0.01982715,0.0100069,0.67640895,0.55137,0.81656146,0.14084041,0.5279933,0.69263345,0.59201556,0.27202898,0.22748208,0.20460525,0.22442958,0.3591924,0.14489743,0.58733344,0.73958945,0.014272475,0.21466093
1621,1,assigned_mentor,0.028149333,0.0011730194,0.0032558115,0.012604907,0.015557245,0.008815889,0.24069647,0.5888426,0.047956053,0.09123855,0.43053147,0.33049238,0.59201556,0.01872467,0.64514446,0.4954026,0.7060612,0.12436983,0.4713455,0.1842873,0.7054665,0.009318393,0.19550802
1621,3,assigned_mentor,0.007759543,0.0010108948,0.00258985,0.006847872,0.012722028,0.0076119336,0.45917383,0.751994,0.2246956,0.032636847,0.6353289,0.031778313,0.07769811,0.015362086,0.7588128,0.52057534,0.56267184,0.18907784,0.53325653,0.06656867,0.7983921,0.009259416,0.24314183
1621,5,assigned_mentor,0.08241652,0.00166893,0.0053276913,0.027841117,0.02023706,0.00866054,0.2528142,0.7540069,0.039150465,0.35405388,0.8393643,0.809945,0.40003517,0.17735647,0.62418395,0.3051097,0.63847303,0.11509684,0.42309648,0.100625895,0.76717514,0.00855169,0.23933882
1621,8,assigned_mentor,0.033334624,0.0012779236,0.0071775843,0.015264924,0.017162729,0.009385503,0.4770579,0.20996246,0.5281033,0.097247936,0.5279933,0.41742337,0.03148506,0.07236011,0.6660454,0.3051104,0.4269254,0.7517217,0.572132,0.8686648,0.8738199,0.009613278,0.24818525
1621,10,assigned_mentor,0.051810697,0.0014209747,0.007880543,0.02373764,0.020783609,0.0076637166,0.44449425,0.44673517,0.10660546,0.16169272,0.34851593,0.687071,0.72677016,0.03573965,0.0846733,0.077156395,0.48842394,0.4407797,0.08946665,0.50865376,0.4762176,0.01102873,0.17444448
1621,13,assigned_mentor,0.04785245,0.0016403198,0.009767435,0.021997316,0.022969801,0.009825659,0.054148752,0.055931844,0.20508924,0.009094316,0.22078794,0.06528892,0.004415107,0.0025513559,0.82931286,0.53978664,0.41152802,0.71132535,0.8717102,0.9069911,0.87105894,0.016277699,0.25214058
1621,15,assigned_mentor,0.024613906,0.0010061264,0.0034038029,0.011198899,0.013849284,0.008349842,0.44357887,0.29654688,0.86181194,0.04178107,0.60029083,0.12724859,0.020189999,0.051936783,0.9040861,0.6549103,0.5927432,0.55176926,0.8249937,0.8774332,0.9022913,0.00625158,0.2994884
1622,1,assigned_mentor,0.022610499,0.0010299683,0.0045507364,0.009906891,0.0147374235,0.008323951,0.54538906,0.72937065,0.09123316,0.31093737,0.2729575,0.092074774,0.24561103,0.051242854,0.8501163,0.77106816,0.63008696,0.12111072,0.5460728,0.3312278,0.7925263,0.006163114,0.18206666
1629,1,assigned_mentor,0.19409354,0.0030517578,0.0069185994,0.07365121,0.048175167,0.011430934,0.4976576,0.7566539,0.39435697,0.27031392,0.45414868,0.4927684,0.31462985,0.20821767,0.62850565,0.6480975,0.27203166,0.08375112,0.35939887,0.39509758,0.7435829,0.016985426,0.2896241
1634,1,assigned_mentor,0.023788974,0.0010585785,0.0068076057,0.012680908,0.016889455,0.008686432,0.7005335,0.6060507,0.72818875,0.2434975,0.62273973,0.7850397,0.2710813,0.22014482,0.6155568,0.72387606,0.5397843,0.5949417,0.1648026,0.7870086,0.87123185,0.011500548,0.25821167
1635,1,assigned_mentor,0.017843807,0.0013923645,0.00414376,0.009906891,0.015728042,0.008531082,0.45629135,0.7676143,0.37010726,0.20227541,0.7844876,0.289045,0.7036349,0.12556535,0.5673467,0.29520884,0.5296796,0.29320386,0.44916433,0.35959,0.8303925,0.017221333,0.28433043
1636,1,assigned_mentor,0.030859824,0.0011825562,0.0073625734,0.017936565,0.018119188,0.008686432,0.3223804,0.3713055,0.6554195,0.18438914,0.5566855,0.9050254,0.19314595,0.0365327,0.5222579,0.63962334,0.37695223,0.7346641,0.37855726,0.907947,0.84407,0.011500548,0.18468557
1637,1,assigned_mentor,0.018723432,0.0013065338,0.003607291,0.009108886,0.014942379,0.008349842,0.43432003,0.8579436,0.08367261,0.097431205,0.8446611,0.11100176,0.78495,0.013004632,0.37761086,0.10248536,0.8243163,0.0746392,0.28082925,0.014552187,0.48059967,0.011323617,0.3860114
1638,1,assigned_mentor,0.013697007,0.0010156631,0.004402745,0.007968879,0.015318131,0.008336896,0.43292758,0.8307522,0.16356422,0.10131068,0.80835056,0.38904554,0.59201556,0.03125613,0.3490304,0.20029442,0.8984562,0.04462844,0.33100215,0.020841356,0.62878764,0.010910776,0.20624009
1639,1,assigned_mentor,0.010429831,0.0007009506,0.0020533812,0.0074178753,0.011253181,0.006466233,0.34888926,0.8646003,0.036148943,0.13070737,0.60346115,0.18504332,0.65115654,0.01973829,0.27726778,0.15846251,0.77038646,0.07850579,0.3689461,0.0092714345,0.51350874,0.00666442,0.18606551
1640,1,assigned_mentor,0.013068704,0.00096797943,0.0024418586,0.0075888764,0.013439372,0.00756015,0.28632152,0.79885787,0.15441273,0.15655869,0.4763724,0.28154624,0.59201556,0.024622004,0.50845575,0.33486533,0.57419246,0.08243042,0.4803331,0.10062571,0.74930567,0.009731233,0.19212274
1641,2,assigned_mentor,0.026617315,0.0012397766,0.005660672,0.014960921,0.017709278,0.008531082,0.1113712,0.018954009,0.59200007,0.020772832,0.1156351,0.037281916,0.024434436,0.030002045,0.87175196,0.6007068,0.46981418,0.8685123,0.58695143,0.9525871,0.86253786,0.011972365,0.23255672
1641,5,assigned_mentor,0.028385026,0.0009965897,0.0040512653,0.013440913,0.013610168,0.0076507707,0.25749382,0.28695524,0.5941919,0.18490086,0.27235067,0.23031859,0.2403876,0.025603367,0.57179725,0.5269504,0.6023432,0.5199541,0.36417052,0.69312376,0.72937137,0.007018283,0.16900529
1644,1,assigned_mentor,0.019351736,0.0012302399,0.0031263188,0.00971689,0.014327513,0.0076119336,0.29978493,0.9069832,0.02658387,0.12413938,0.82454216,0.15614416,0.78489876,0.029740186,0.83808017,0.7266164,0.51704913,0.10646543,0.55903226,0.08916523,0.8541663,0.007961918,0.38343686
1645,1,assigned_mentor,0.017969469,0.000834465,0.002626848,0.009374888,0.013610168,0.0067898775,0.38484344,0.86343884,0.024160868,0.0776195,0.4425743,0.051035594,0.14630544,0.020087529,0.22748272,0.1112524,0.93826383,0.08775315,0.13840026,0.0034848931,0.4871909,0.007726009,0.16940008
1646,1,assigned_mentor,0.030034892,0.0012874603,0.004994711,0.015720926,0.015898837,0.008194493,0.10861449,0.025232699,0.5676487,0.020119661,0.056746103,0.05547303,0.054531295,0.0052341768,0.70829976,0.589884,0.5015502,0.8622027,0.68784124,0.93465215,0.765438,0.007902941,0.33551955
1646,3,assigned_mentor,0.00804228,0.000500679,0.0020533812,0.0074558756,0.009681856,0.006084333,0.15336257,0.018272847,0.1364839,0.008988801,0.045531265,0.005144801,0.004761706,0.019081958,0.56734514,0.17069714,0.5524742,0.82697856,0.34510955,0.8817191,0.7038606,0.003081557,0.26803267
1647,1,assigned_mentor,0.01847211,0.0013065338,0.00414376,0.009488888,0.016411226,0.009230154,0.30183387,0.8923531,0.10964747,0.101489216,0.78857,0.7259343,0.64494836,0.01686037,0.083433405,0.08410501,0.86658347,0.057352178,0.07319631,0.024911938,0.5819706,0.013033954,0.26842043
